기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,여가_지출_총금액,문화_지출_총금액,교육_지출_총금액,유흥_지출_총금액
20233,A,골목상권,3110001,이북5도청사,4354652,8,520427635,129126028,64853632,37122367,65974602,88343761,22223650,14656697,76185341,21941557
20233,A,골목상권,3110002,독립문역 1번,3463885,7,232465205,54998987,28932090,17084860,28271372,40933079,10180461,6575012,35805283,9684061
20233,A,골목상권,3110003,세검정초등학교,3474789,7,1349699230,336704220,166150296,98720958,170559024,227367090,54707608,39088030,199219764,57182240
20233,A,골목상권,3110004,대신고등학교,2644953,6,712772785,205649728,84170011,51668351,100817261,111843712,23406627,22615164,82865155,29736776
20233,A,골목상권,3110005,세검정,3768541,8,884701599,221446948,109882417,64738346,111988892,149822911,37478670,25606895,126544371,37192149
20233,A,골목상권,3110006,부암동주민센터,3963935,8,267177363,71242932,32618743,19192280,36992515,42702682,11024632,7714004,34834591,10854984
20233,A,골목상권,3110007,사직공원(한국사회과학도서관),2770422,6,1357989746,348226174,164289545,100434478,171335953,225229175,49504697,40857513,200194461,57917750
20233,A,골목상권,3110008,배화여자대학교(박노수미술관),3443668,7,2746062777,683186826,329541269,198922162,341873952,461869492,103948914,80125777,434007126,112587259
20233,A,골목상권,3110009,자하문터널,3702978,7,982492942,236811262,122600914,72225683,119525631,171575865,41212214,28357226,148304362,41879785
20233,A,골목상권,3110010,평창동서측,4492856,8,2243586695,538964071,281544320,169148070,283258355,404132363,96928651,63144544,309164149,97302172
20233,A,골목상권,3110011,청운초등학교,4237174,8,284960476,72815096,33939883,20375958,37447312,48549219,9846527,8188528,41677963,12119990
20233,A,골목상권,3110012,성곡미술관,5448355,9,1224738411,273854172,152375434,97840852,143955451,223172184,55335090,34182648,193085753,50936827
20233,A,골목상권,3110013,체부동홍종문가옥,3732442,7,190109278,47549857,23715458,14588549,23273330,31499997,8440927,5717126,27452725,7871309
20233,A,골목상권,3110014,경복고등학교,5290159,9,246628270,60033663,29847166,17931705,30512782,42137551,9425497,7095605,39330058,10314243
20233,A,골목상권,3110015,청와대사랑채,3980058,8,340654450,82062934,41584595,24596132,41047707,58114084,13813568,9787602,55694208,13953620
20233,A,골목상권,3110016,평창동동측,4884771,8,1635958594,408705625,205647377,128448029,224885242,302457726,67401456,46565711,178212076,73635352
20233,A,골목상권,3110017,정독도서관,3978549,8,488287266,130969540,58775262,35505747,66069945,78411323,18545568,14438314,65414259,20157308
20233,A,골목상권,3110018,중앙고등학교,3430192,7,1569319603,412408387,186273004,112912049,206502191,255458150,55128487,46917612,228907288,64812435
20233,A,골목상권,3110019,창덕궁,2496875,6,266124846,88835562,30923562,19943040,44779439,36997427,8813062,8884951,15987046,10960757
20233,A,골목상권,3110020,서울국제고등학교,2736810,6,1893277180,452132567,252800465,124254004,230932468,243437040,68238981,71326707,354675459,95479489
20233,A,골목상권,3110021,성균관대학교,2902668,6,1062083531,242915806,149142873,64336647,128741468,119906366,38074560,43410868,217013206,58541737
20233,A,골목상권,3110022,경신고등학교,3478003,7,879563907,213067686,112630640,67054373,103617117,141197378,35771940,28983203,137249616,39991954
20233,A,골목상권,3110023,서울대병원,3548230,7,430124011,108261409,56900899,32354969,52009106,63413630,16013724,16065073,63589499,21515702
20233,A,골목상권,3110024,혜회동주민센터,3655720,7,526235130,139291704,65438122,42020919,64590263,87008490,19119069,17469686,67542127,23754750
20233,A,골목상권,3110025,충신시장옆,2770370,6,232818153,65006144,27756184,17256496,32610254,37600382,8314184,7107301,27335346,9831862
20233,A,골목상권,3110026,종로5가역 4번,2729503,6,76260454,21823990,9075986,6042567,10672979,11514334,2981752,2362812,8598637,3187397
20233,A,골목상권,3110027,혜화역 1번,2786575,6,1443674534,391481162,179288938,116867284,184492749,236358594,54193159,48258484,168001121,64733043
20233,A,골목상권,3110028,이화달팽이길,2461097,6,2099016363,639329757,248972562,159409307,299500785,301059297,70261739,71476579,220277672,88728665
20233,A,골목상권,3110029,동대문역 1번,2098071,5,2352986552,659783363,287389889,169339859,327501098,377518732,89632191,72189677,269265170,100366573
20233,A,골목상권,3110030,동대문역 3번,2376672,5,202754119,61441032,24968377,15823019,28866329,30616584,7693806,6935870,17579785,8829317
20233,A,골목상권,3110031,창신역 1번,2216896,5,173868489,45141262,20668280,12932600,22534705,27324757,7226782,5030391,26311029,6698683
20233,A,골목상권,3110032,수족관거리,1616161,3,37011348,12883390,4017247,2639098,6458207,4539540,1084927,1254786,2791718,1342435
20233,A,골목상권,3110033,창신역 4번,2207936,5,771111000,230468757,91940506,57505223,112879956,117145190,27565941,25029917,76622365,31953145
20233,A,골목상권,3110034,창신1동주민센터,960234,1,212483540,49432815,27653368,19245036,25105535,37878744,12449939,6292711,25742901,8682491
20233,A,골목상권,3110035,동묘앞역 2번,2251484,5,1867544638,488425345,230385021,142967202,243512791,311826547,76004204,56690392,238086999,79646137
20233,A,골목상권,3110036,동묘앞역 3번,2674433,6,173906013,50746058,22051894,13501570,26061963,27145360,8703146,5392054,13193033,7110935
20233,A,골목상권,3110037,신설동역 12번,2191167,5,969598430,262179152,118727232,73090506,130450078,159492052,37976067,29783809,116832396,41067138
20233,A,골목상권,3110038,경향신문사,1554706,3,120364348,26113277,16138176,9523996,13534076,21828081,7297769,3256743,17781966,4890264
20233,A,골목상권,3110039,회현역 1번,1988593,4,57559772,16923406,6944456,4334470,8220158,8674709,1951291,1797597,6197884,2515801
20233,A,골목상권,3110040,중구회현체육센터(정화예술대남산캠퍼스),2645687,6,1230137661,285017387,169145056,104420733,149384089,231661366,78208534,35490261,123986138,52824097
20233,A,골목상권,3110041,남산케이블카,2435163,5,597007525,164215379,74358370,47525151,81816669,100564848,23365183,19141947,59464645,26555333
20233,A,골목상권,3110042,남산골공원옆,3232386,7,1228216215,300614799,155138355,100978895,149414950,216454258,54911568,37871296,159601119,53230975
20233,A,골목상권,3110043,충무초등학교,2824585,6,1564568535,333834282,220911534,102635867,180945378,201060327,61370630,62072285,316247538,85490694
20233,A,골목상권,3110044,관성묘,2847641,6,178946367,39464666,22052926,12900662,20263431,28796053,7181727,5441096,35346775,7499031
20233,A,골목상권,3110045,동대문역사문화공원역 5번,2461667,6,354161658,103353623,43032903,27817964,49433273,51400081,11669162,12514697,39106596,15833359
20233,A,골목상권,3110046,버티고개,2405645,5,2189269535,542877422,273277184,170133102,270775096,383064569,92229389,65735494,296494338,94682941
20233,A,골목상권,3110047,다산성곽길,2759072,6,1195911920,333559837,144944102,94111863,164532820,191690418,45183621,38259675,132830410,50799174
20233,A,골목상권,3110048,장충동주민센터,2981152,6,1413011253,333738392,179225363,113555134,167353345,250989361,64620586,42179838,200782996,60566238
20233,A,골목상권,3110049,장충단 고개,2908231,6,1079848128,262909804,134729415,85586577,126520607,187849572,43884730,33646438,157688365,47032620
20233,A,골목상권,3110050,약수역 7번,2710670,6,793450199,200312818,98868312,62595154,102211925,141205113,32104744,23888631,97133190,35130312
20233,A,골목상권,3110051,한양공고앞 교차로,2461144,6,667566496,206343484,79646035,51943058,97497210,93857021,24201359,22735246,63339556,28003527
20233,A,골목상권,3110052,장충초등학교,2404238,5,797341566,202359082,98969500,62647980,99011192,136891358,31316265,24697633,106464421,34984135
20233,A,골목상권,3110053,청구역 1번,2240230,5,975466676,287025373,117447996,73960899,133827161,146820770,31976019,33107320,108698250,42602888
20233,A,골목상권,3110054,청구역 3번,3171413,7,2007417767,468638910,252564943,159957440,229599605,349243810,89488697,60305895,312866680,84751787
20233,A,골목상권,3110055,황학동벼룩시장,2774287,6,183778794,45436743,24221193,16165233,22273397,32759991,9626120,5750627,19364552,8180938
20233,A,골목상권,3110056,신당역 3번,2376257,5,2345870071,632466002,281949452,174230514,311766320,376388083,87615592,72299557,311124690,98029861
20233,A,골목상권,3110057,황학코아루아파트,3108300,7,995897832,233516756,127728881,90805503,111060178,174659486,52296797,31042688,132630535,42157008
20233,A,골목상권,3110058,성심여자고등학교,2911566,6,2194575007,580693472,261192202,159800772,285064291,354565222,79535757,66220604,316889384,90613303
20233,A,골목상권,3110059,새남터성지,3266131,7,1460700558,366835488,178477000,109474725,192936478,261664571,55255550,42078213,190614346,63364187
20233,A,골목상권,3110060,효창공원앞역 6번,2822548,6,1779795689,435798812,219530963,137139826,217431175,314883609,70910805,53594392,253858628,76647479
20233,A,골목상권,3110061,효창동주민센터,2979262,6,2000862980,503189353,243394659,149582840,250239365,334737190,80000080,59762375,297207364,82749754
20233,A,골목상권,3110062,한강로동땡땡거리(은행나무길),2774795,6,776318976,225567320,91651117,60078552,113168669,119872012,27908314,25045946,80864121,32162925
20233,A,골목상권,3110063,효창공원앞역 5번,3009124,7,1162886145,329263699,138607177,88923975,159265539,178982243,40668913,37516070,140590898,49067631
20233,A,골목상권,3110064,효창공원앞역 2번,3243655,7,1617004489,386192642,202930309,124063453,188382611,282502224,68962027,48711011,245979507,69280705
20233,A,골목상권,3110065,남정초등학교,2695366,6,115479057,31103732,14047881,8905939,15604851,19471628,4110983,3561799,13529692,5142552
20233,A,골목상권,3110066,서울역 15번,2448662,6,1451433018,416007598,173659976,108110748,194339282,216376528,48684509,47923937,184178258,62152182
20233,A,골목상권,3110067,배문고등학교,2637062,6,4042325194,1036105531,499274272,310061190,499155570,667066070,158605506,127349636,571044462,173662957
20233,A,골목상권,3110068,남영역 1번,3433048,7,1394945162,382246487,168050285,106440387,180527082,219462373,49502753,45662605,183982226,59070964
20233,A,골목상권,3110069,숙대입구,2684434,6,2091408330,498418331,279778736,134705770,258224199,257903280,72275734,80825053,402374400,106902827
20233,A,골목상권,3110070,용산세무서,3782576,8,126079583,34073387,14892595,10529011,17353075,20290178,4705648,3880514,15106129,5249046
20233,A,골목상권,3110071,한강미주맨션아파트,5482498,9,160286532,35433395,21324553,12638482,18903387,29543269,9465966,4380374,22028970,6568136
20233,A,골목상권,3110072,열정도,1916818,4,164351561,44526761,19973868,13145753,21541325,26465256,6115082,5319387,20143765,7120364
20233,A,골목상권,3110073,삼각지역 3번,3647990,7,171521415,43749876,21943964,15234297,19776991,29731593,7350953,6003938,19930334,7799469
20233,A,골목상권,3110074,서울역 12번,2756400,6,1534781017,425999627,187706508,122848387,212047663,247474506,62216818,48990300,162671292,64825916
20233,A,골목상권,3110075,숙대입구역 1번,2703737,6,1617334839,440731591,199156513,126578532,213181391,264881440,59972887,52528153,188823418,71480914
20233,A,골목상권,3110076,삼각지역 14번,2029858,5,12729189,5129554,1238656,888457,2662688,1098689,320212,436844,570686,383403
20233,A,골목상권,3110077,삼광초등학교,2851272,6,701686243,180714361,84486019,50966145,88543620,114926382,26131107,21179380,105472097,29267132
20233,A,골목상권,3110078,이촌동점보아파트,6369714,9,280907628,61095805,36774894,22996143,33280392,51853622,16371127,7597343,39599390,11338912
20233,A,골목상권,3110079,후암동주민센터,3120023,7,5816513606,1410768659,714102151,434126583,696586306,999149137,233254733,172685484,910518641,245321912
20233,A,골목상권,3110080,해방촌예술마을,2584702,6,1988754967,529784541,238416330,147894127,256979687,317476083,73561741,61516792,280660706,82464960
20233,A,골목상권,3110081,해방촌 남동측,2556761,6,1722026054,467370190,205032792,126802790,221642774,276523836,58080158,55217523,239027390,72328601
20233,A,골목상권,3110082,용산구청,2938264,6,793578005,190937351,99208962,66710328,93880644,138010670,34739575,24618116,111574529,33897830
20233,A,골목상권,3110083,서빙고역 1번,2562932,6,458293529,113796381,54662880,36091904,57396477,76485131,18391705,13576808,69503383,18388860
20233,A,골목상권,3110084,경리단길북측,2766235,6,1886525027,502584517,230523566,150249407,238789970,309002772,71797673,61550728,240863870,81162524
20233,A,골목상권,3110085,경리단길남측,2990558,7,2188939195,532674185,267634384,172710621,263791507,380360414,90076581,66482790,323715693,91493020
20233,A,골목상권,3110086,이태원역 북측,4346460,8,1170012718,279656557,148407819,95859967,139146175,207116755,55139369,35296929,159761388,49627759
20233,A,골목상권,3110087,이태원엔틱가구거리,2513895,6,738082090,199726500,91174549,59977785,93900533,120615506,26972535,24864513,87841175,33008994
20233,A,골목상권,3110088,오산고등학교,2872106,6,1192315963,297994947,146448508,89599201,150736234,206747552,46055960,35567749,168025554,51140258
20233,A,골목상권,3110089,서빙고동주민센터,2677303,6,1615979283,422538003,194528388,121514103,213058197,264068967,61993503,48613788,222948422,66715912
20233,A,골목상권,3110090,한국폴리텍대학서울정수캠퍼스,3058691,7,1346925170,343469070,169545824,106212998,172440934,226235028,59830991,41873594,169540522,57776209
20233,A,골목상권,3110091,리움미술관,5476727,9,285909396,72988776,37194898,24441162,35543681,50422869,13699762,9217544,29631226,12769478
20233,A,골목상권,3110092,NH농협은행 보광동지점,2468307,6,1781029608,501368249,217547832,139420828,242809721,285892355,64071102,58477344,193255611,78186566
20233,A,골목상권,3110093,우사단길,2777443,6,3403698511,895056783,422201778,282754535,426286805,564631564,138332727,111969807,414371964,148092548
20233,A,골목상권,3110094,오산중학교,2253555,5,159791487,47305474,19380050,12679746,23370397,25431093,5350371,5321823,13794233,7158300
20233,A,골목상권,3110095,한강진역 3번,4339790,8,1514634303,337008727,191286283,132395894,169048259,275702924,77316424,44634873,225142909,62098010
20233,A,골목상권,3110096,한남힐사이드아파트,3453789,7,694524729,172861183,87412452,55994871,87162218,124802341,29086033,21627766,85077099,30500766
20233,A,골목상권,3110097,한남초등학교,3463418,7,270829508,62176648,34070926,23133269,30900119,49515707,12483045,8278420,38758250,11513124
20233,A,골목상권,3110098,서울독일학교,3218904,7,237450148,58304664,30641729,20520090,28936425,42726958,11487395,7382764,26968101,10482022
20233,A,골목상권,3110099,유엔빌리지길,5729183,9,1353322823,305310332,179877027,116268165,157946973,252697067,79446330,39132053,165844841,56800035
20233,A,골목상권,3110100,옥수동우편취급국,3723007,7,196356024,44757342,24676623,15351117,23077615,35476694,9485927,5596327,29862967,8071412
20233,A,골목상권,3110101,옥정중학교,3704479,7,416897845,105300960,51526758,33925392,49844537,67663657,19141307,13321172,59321002,16853060
20233,A,골목상권,3110102,옥수역 6번,2847836,6,252903110,62013412,30718147,19672321,31161683,42051707,10826744,7401652,38928469,10128975
20233,A,골목상권,3110103,옥수터널,2213151,5,194443882,51591344,22983942,13426379,25115188,31981931,6446860,5847020,29007366,8043852
20233,A,골목상권,3110104,신금호역 4번,2666215,6,1928005256,532593491,230413542,140815481,261752056,308583964,67777611,59408312,245335105,81325694
20233,A,골목상권,3110105,금동어린이공원,2365874,5,1619463514,456565921,192551208,118778842,222790009,255453797,55901207,50748318,198809409,67864803
20233,A,골목상권,3110106,금북초등학교,2365668,5,448847476,118785288,53011597,30900472,58416678,74923959,14946680,13147734,65762810,18952258
20233,A,골목상권,3110107,금호사거리,2369658,5,216936515,65297366,25101288,15511763,31912113,31830503,6756478,6968728,24605439,8952837
20233,A,골목상권,3110109,금호삼성래미안아파트,2494346,6,209484211,57726819,25212207,15894203,29350415,33847604,8115779,6389810,24316452,8630922
20233,A,골목상권,3110110,상왕십리역 6번,2722217,6,1025524033,287452225,123829487,77704687,139607769,155779852,41248196,32666343,125724576,41510898
20233,A,골목상권,3110111,대현산장미원,2121704,5,756269616,199898429,89129272,52548763,98958066,123949615,25240451,22361646,112553421,31629953
20233,A,골목상권,3110112,행당역 2번,2622180,6,1692234915,496447707,200972148,123443697,241761058,258139735,56640480,54809509,188289025,71731556
20233,A,골목상권,3110113,응봉산,2938811,6,789172732,217128313,92492496,55817355,109563057,126112859,27085814,23689534,105225854,32057450
20233,A,골목상권,3110114,왕십리파출소,3041500,7,319484780,84292237,38692646,23901937,40941399,51658245,12770790,9698016,44274471,13255039
20233,A,골목상권,3110115,상왕십리역 3번,2609932,6,909916791,233026905,113348725,73053567,118870783,158056850,38548511,28022182,107964414,39024854
20233,A,골목상권,3110116,청계천박물관,2334335,5,1029149453,295382668,122599682,74257576,141563995,158474690,34911012,33005808,125730098,43223924
20233,A,골목상권,3110117,성동구보건소,2205692,5,524998968,155503222,62881224,40426164,72436142,78916179,17659273,17977392,56496239,22703133
20233,A,골목상권,3110118,왕십리역 9번,4163150,8,515886079,152805535,62119786,40304578,70234985,75399067,16714915,18027413,57435229,22844571
20233,A,골목상권,3110119,마장지하차도,2189933,5,141386425,37664354,17182728,10801446,17699353,21930944,5586566,4373641,20258922,5888471
20233,A,골목상권,3110120,서울숲카페거리,3108465,7,565691515,170267340,68237415,43565628,76316653,82057737,18592917,20118793,61837536,24697496
20233,A,골목상권,3110121,한양대역 4번,2656203,6,451382057,95104416,69051929,26095044,54203215,37414010,16531715,21728469,102784947,28468312
20233,A,골목상권,3110122,마장역 2번,2648703,6,569859649,139205393,72054340,44331899,70038099,98843190,26720372,16815486,77985275,23865595
20233,A,골목상권,3110123,마장역 3번,2497084,6,1068633264,307834019,128928316,83873364,147760058,161622031,39960240,35630899,118609946,44414391
20233,A,골목상권,3110124,뚝섬역교차로,2380327,5,426644891,116710309,51518953,32820256,55364458,67483278,15910731,13778691,55153605,17904610
20233,A,골목상권,3110125,사근동살곶이상점가,2481227,6,2207499924,571600956,301529591,146871641,291044287,238957653,74955341,94003462,370161728,118375265
20233,A,골목상권,3110126,서울숲역 1번,2683911,6,397341358,115988558,47020595,28853003,54572203,58520334,13832897,12825427,49497691,16230650
20233,A,골목상권,3110127,성수1가1동주민센터,3016480,7,153848864,37603053,19302545,12254454,17036714,25327403,6542476,5047987,24124173,6610059
20233,A,골목상권,3110128,성원중학교,2435523,5,4070992102,1137125144,485508292,295107100,541463780,631688625,140580098,129110190,539166616,171242257
20233,A,골목상권,3110129,성원어린이공원,3039148,7,536029154,150144494,64947578,40767066,71065290,81483488,20453409,17350748,67299725,22517356
20233,A,골목상권,3110130,답십리역 6번,2237845,5,821791392,274529411,92180593,57405175,131306287,104607308,24214530,28127458,77458476,31962154
20233,A,골목상권,3110131,성수동카페거리,2619989,6,1602323628,426202454,195835060,126678685,202511621,257510548,63550074,51631395,211135619,67268172
20233,A,골목상권,3110132,성수2가3동주민센터,2818946,6,952107247,260369231,116730006,75486044,122416053,157152081,33855492,31727232,111919995,42451113
20233,A,골목상권,3110133,서울교통공사,2556713,6,522124617,147814080,61463317,37201931,72004571,76836949,19310761,16349597,70588635,20554776
20233,A,골목상권,3110134,성수119안전센터,2610406,6,2936426722,811181893,354122443,217390942,395977686,467417656,103934464,92251517,368000244,126149877
20233,A,골목상권,3110135,성동세무서,2567089,6,453428765,132172625,53658542,32211797,63992721,66697778,16716251,14601482,55160711,18216858
20233,A,골목상권,3110136,경수초등학교,2669023,6,1330547106,349168657,164327854,102767659,173182243,219151255,58354725,40440613,168491656,54662444
20233,A,골목상권,3110137,성수초등학교,3333473,7,1510657423,368158497,191562654,132037219,169884439,249293723,72377646,48653340,214941861,63748044
20233,A,골목상권,3110138,송정체육공원,2292404,5,1285313918,402737367,149081032,94022903,194399023,178164619,43474393,43329362,128922115,51183104
20233,A,골목상권,3110139,자양4동주민센터,2460503,6,1598822707,491577987,189401032,120911590,228477102,225434061,52705897,55681114,167169137,67464787
20233,A,골목상권,3110140,건대입구역 6번,2369396,5,3143153809,898930762,385708146,248537696,411085515,476067429,113103560,109770637,361920931,138029133
20233,A,골목상권,3110141,건대입구역 1번,2282949,5,956074750,240363349,134194752,58209031,124883313,93705491,31228521,42389186,177429501,53671606
20233,A,골목상권,3110142,화양사거리,2456645,6,2113204735,511885528,294693215,164431501,240861525,280282406,82697901,88037092,336155986,114159581
20233,A,골목상권,3110143,뚝섬유원지역 1번,2680176,6,57752019,16298928,6851310,4276999,8167811,9267953,1845094,1809111,6742586,2492227
20233,A,골목상권,3110144,어린이대공원역 4번,2488181,6,867862648,192584381,124756092,59152127,99845655,103070587,33781059,36483528,169026011,49163208
20233,A,골목상권,3110145,장안초등학교,2340218,5,299544000,85537542,37254973,25717283,37942430,45836501,10494309,11042874,31969581,13748507
20233,A,골목상권,3110146,신자초등학교,2667017,6,1506488855,402797411,183228010,111185179,195330338,241733714,57812381,46355489,204788759,63257574
20233,A,골목상권,3110147,능동우편취급국,2463450,6,3195168079,875450491,388675763,245463851,409602899,508058329,112027403,106215060,411060830,138613453
20233,A,골목상권,3110148,어린이대공원역 3번,2418795,5,657325391,156429441,93777569,41176652,83875065,70757158,23977409,28213822,122141381,36976894
20233,A,골목상권,3110149,세종대학교,2772298,6,594089068,139436730,78292929,44801132,68827195,97259571,24492594,20189511,92586000,28203406
20233,A,골목상권,3110150,중곡1동 마을마당,2480827,6,2331626455,675630821,279308708,177545884,316881756,360651333,77861897,78385509,265034685,100325862
20233,A,골목상권,3110151,자양한강도서관,2491117,6,2108821996,579568041,250143368,150340082,276542206,335582555,68276196,67470041,291928486,88971021
20233,A,골목상권,3110152,중곡어린이공원,2376956,5,731359996,218084933,87579786,56046980,103738254,111215410,25076430,24625145,73648890,31344168
20233,A,골목상권,3110153,중곡1동주민센터,2616029,6,1118735342,291515555,135945638,83735587,141182444,192675986,39186231,35410746,150350504,48732651
20233,A,골목상권,3110154,광진정말공원,2491844,6,2185328256,594131814,261337194,157888329,284495020,350294396,73455108,68892397,302643093,92190905
20233,A,골목상권,3110155,광진구청,2754211,6,1783791264,455837767,220702843,136238964,218664405,297626503,69927007,55748332,252073461,76971982
20233,A,골목상권,3110156,군자역 5번,2845498,6,2858750912,746386592,350294514,218309921,352707183,455194039,102353551,96577182,412647810,124280120
20233,A,골목상권,3110157,자양동우체국,2628698,6,2938866512,764587247,354277398,210677266,369775651,493632251,101333787,91017629,428282595,125282688
20233,A,골목상권,3110158,중곡3동주민센터,2363691,5,2796479673,821899251,323827402,195810718,403357077,417952063,91050171,88685027,341892298,112005666
20233,A,골목상권,3110159,구의역 4번,2549359,6,4163589289,1167374183,498765238,309421115,544833641,650461276,138415745,136652545,540022405,177643141
20233,A,골목상권,3110160,광진경찰서,2586461,6,763674113,209244602,93008265,58325476,98295011,123853362,26157793,25170602,95806674,33812328
20233,A,골목상권,3110161,중곡역 3번,2356839,5,2220720664,624702020,259988797,156914936,307668930,348186461,74115481,68527141,289778771,90838127
20233,A,골목상권,3110162,군자역 4번,2769966,6,1745042930,432502981,214420751,129171240,213840833,303974409,66420443,52549297,256886724,75276252
20233,A,골목상권,3110163,성자초등학교,2717384,6,1416070069,348676748,174191167,103662623,172050753,244148892,57398123,41861412,214684023,59396328
20233,A,골목상권,3110164,아차산역 5번,2952316,6,1624780317,419031431,195657538,121586703,196419065,270079798,56120428,52734350,244539230,68611774
20233,A,골목상권,3110165,국립정신건강센터,2515626,6,2118468606,559917368,255331939,151981200,276371495,352912996,73713389,64449704,292850706,90939809
20233,A,골목상권,3110166,구의1동주민센터,2694438,6,2785503416,762006977,341828888,217844956,358080105,455938856,98214096,93114258,334904378,123570902
20233,A,골목상권,3110167,용마초등학교,2524917,6,3247635962,850417927,390112014,232306128,415584323,541299459,112852321,99399622,468125664,137538504
20233,A,골목상권,3110168,대원고등학교,2678712,6,1473853037,365309443,180083317,105834263,185518348,258486604,53775126,42338025,218260652,64247259
20233,A,골목상권,3110169,성동초등학교,2922750,6,1137499144,298323880,136459955,87108154,143757353,186160900,42269808,35504375,160572468,47342251
20233,A,골목상권,3110170,동대부여고,2548061,6,2972668657,820877653,360961116,227022062,391847810,483368049,103452255,97952605,357861606,129325501
20233,A,골목상권,3110171,중곡4동주민센터,2387003,5,1110794278,286764040,135412739,80035963,144859490,190602444,39126148,32367257,152097362,49528835
20233,A,골목상권,3110172,광진초등학교,2723879,6,1941841534,507681097,232697753,137009763,248502568,321980244,67150584,58276346,286016409,82526770
20233,A,골목상권,3110173,구남초등학교,2880147,6,681804638,174438611,85756086,52340799,86991081,115946026,30307171,20754975,86438869,28831020
20233,A,골목상권,3110174,아차산역 1번,2557225,6,2405017585,611027476,295876322,175092459,312188197,416284284,95756888,69991778,326500034,102300147
20233,A,골목상권,3110175,푸른동산공원,2699984,6,2961500469,789749727,356485097,217567234,379540231,480873807,106701661,93166552,413718541,123697619
20233,A,골목상권,3110176,해오름공원,2380483,5,2599200823,733480352,306506766,181389016,369608096,414811543,86343732,79327345,319707445,108026528
20233,A,골목상권,3110177,동의초등학교,2513600,6,915483682,240765044,110901254,67480512,121234474,153849800,33580334,27716459,120807942,39147863
20233,A,골목상권,3110178,장로회신학대학교,3127430,7,673639856,175622753,81604541,48551160,87523233,110754731,26198694,20052256,95455034,27877454
20233,A,골목상권,3110179,광나루역 1번,3221582,7,541151682,128787742,64912842,38784480,64816706,94476566,19950843,15458867,91049448,22914188
20233,A,골목상권,3110180,광진정보도서관,3838199,8,1133162572,270451244,140521095,85154661,137250741,192028511,52767341,32538928,177019369,45430682
20233,A,골목상권,3110181,신설동역 9번,2955207,6,764263688,191658821,93650162,59089494,98726981,132055282,32268777,22120778,102947048,31746345
20233,A,골목상권,3110182,용두희망어린이공원,2933388,6,553020948,128105088,70206435,42948151,67071679,99459722,23860926,16485772,80195633,24687542
20233,A,골목상권,3110183,한국의류시험연구원,2340603,5,258452133,72177331,31453558,20128455,35344964,41410771,10006087,8184250,28627739,11118978
20233,A,골목상권,3110184,용두사거리,2249832,5,293390454,71770051,35932741,25107938,35438418,49767796,13006450,8818756,41325386,12222918
20233,A,골목상권,3110185,용두초등학교,2387871,5,299199134,85151441,36308277,23180795,43666260,47486758,11598518,9160055,29869515,12777515
20233,A,골목상권,3110186,종암초등학교,2640696,6,187169059,41985467,24442332,15445445,21664170,33592150,10151314,5454479,26519924,7913778
20233,A,골목상권,3110187,제기동역 6번,2668899,6,2359352532,602182488,285056246,189463915,300218036,391047652,97822958,71077608,326078772,96404857
20233,A,골목상권,3110188,용두동신동아아파트,2865719,6,2004731053,543260999,240610863,145172287,269945250,327623000,72521968,60132102,261033037,84431547
20233,A,골목상권,3110189,제기동역 1번,2813260,6,1271809951,288552868,160824034,106971986,146832214,227264556,63761730,36894284,188580606,52127673
20233,A,골목상권,3110190,고대앞사거리,2677268,6,1219156729,309392765,156469484,90068016,153128364,177452924,47153958,42975179,185949892,56566147
20233,A,골목상권,3110191,고려대역 6번,2287115,5,676581689,190717414,88114039,52680603,89481723,89709939,23930848,26975384,81622656,33349083
20233,A,골목상권,3110192,동의보감타워,2944123,6,106963747,34110198,12537873,8257490,16751645,15014061,3549669,3580115,8623949,4538747
20233,A,골목상권,3110193,고려대역 4번,2387752,5,864173287,228926274,112437120,66807761,110443117,125751691,33100938,32075127,113121622,41509637
20233,A,골목상권,3110194,홍파초등학교,2390013,5,784169432,239438875,92971383,60649936,114412842,115940828,25899869,26706044,74626951,33522704
20233,A,골목상권,3110195,동대문구청,2427681,5,1966921709,547379062,234721324,147946263,273637943,317558269,68360945,61242677,232428650,83646576
20233,A,골목상권,3110196,홍릉근린공원,2084173,5,534415827,196864142,56719934,36913233,96177089,57728612,14518258,18474165,37993107,19027287
20233,A,골목상권,3110197,세종대왕기념관교차로,2650093,6,273845661,75662567,32800021,20517602,37157047,43966506,9953278,8620810,33802572,11365258
20233,A,골목상권,3110198,동대문중앙새마을금고본점,1811679,4,72117087,24800263,8319369,5753246,12092322,9186605,2347409,2547815,4148339,2921719
20233,A,골목상권,3110199,홍릉시장,2100044,5,603355743,180044720,71428330,46501501,89252290,90114740,21918529,19326433,59713433,25055767
20233,A,골목상권,3110200,동대문경찰서,2389018,5,484974900,139285118,57833880,35406158,69204518,74577417,18617469,14858207,55416636,19775497
20233,A,골목상권,3110201,전농119안전센터,2140881,5,221045467,64033831,25975342,16096384,30876528,32535135,7724682,7120455,27743913,8939197
20233,A,골목상권,3110202,전농1동주민센터(전농시장),2086063,5,343163332,106025779,39192073,24987263,52504089,48766191,10671873,11053212,36227877,13734975
