검색어,검색어_유형,기준_지역,키워드,대표_상권코드
청룡동 티하우스,행정동,청룡동,티하우스,3110888
청룡동 티카페,행정동,청룡동,티카페,3110888
청룡동 다원,행정동,청룡동,다원,3110888
반포4동 찻집,행정동,반포4동,찻집,3110917
반포4동 티룸,행정동,반포4동,티룸,3110917
반포4동 티하우스,행정동,반포4동,티하우스,3110917
반포4동 티카페,행정동,반포4동,티카페,3110917
반포4동 다원,행정동,반포4동,다원,3110917
방배역 찻집,지하철역,방배역,찻집,3110918
방배역 티룸,지하철역,방배역,티룸,3110918
방배역 티하우스,지하철역,방배역,티하우스,3110918
방배역 티카페,지하철역,방배역,티카페,3110918
방배역 다원,지하철역,방배역,다원,3110918
상일동 찻집,행정동,상일동,찻집,3111089
상일동 티룸,행정동,상일동,티룸,3111089
상일동 티하우스,행정동,상일동,티하우스,3111089
상일동 티카페,행정동,상일동,티카페,3111089
상일동 다원,행정동,상일동,다원,3111089
강일동 찻집,행정동,강일동,찻집,3111090
강일동 티룸,행정동,강일동,티룸,3111090
강일동 티하우스,행정동,강일동,티하우스,3111090
강일동 티카페,행정동,강일동,티카페,3111090
강일동 다원,행정동,강일동,다원,3111090
암사1동 찻집,행정동,암사1동,찻집,3111061
암사1동 티룸,행정동,암사1동,티룸,3111061
암사1동 티하우스,행정동,암사1동,티하우스,3111061
암사1동 티카페,행정동,암사1동,티카페,3111061
암사1동 다원,행정동,암사1동,다원,3111061
성내3동 찻집,행정동,성내3동,찻집,3111062
성내3동 티룸,행정동,성내3동,티룸,3111062
성내3동 티하우스,행정동,성내3동,티하우스,3111062
성내3동 티카페,행정동,성내3동,티카페,3111062
성내3동 다원,행정동,성내3동,다원,3111062
성현동 찻집,행정동,성현동,찻집,3110891
성현동 티룸,행정동,성현동,티룸,3110891
성현동 티하우스,행정동,성현동,티하우스,3110891
성현동 티카페,행정동,성현동,티카페,3110891
성현동 다원,행정동,성현동,다원,3110891
압구정동 찻집,행정동,압구정동,찻집,3110959
압구정역 찻집,지하철역,압구정역,찻집,3110959
압구정동 티룸,행정동,압구정동,티룸,3110959
압구정역 티룸,지하철역,압구정역,티룸,3110959
압구정동 티하우스,행정동,압구정동,티하우스,3110959
압구정역 티하우스,지하철역,압구정역,티하우스,3110959
압구정동 티카페,행정동,압구정동,티카페,3110959
압구정역 티카페,지하철역,압구정역,티카페,3110959
압구정동 다원,행정동,압구정동,다원,3110959
압구정역 다원,지하철역,압구정역,다원,3110959
도곡1동 찻집,행정동,도곡1동,찻집,3110960
도곡1동 티룸,행정동,도곡1동,티룸,3110960
도곡1동 티하우스,행정동,도곡1동,티하우스,3110960
도곡1동 티카페,행정동,도곡1동,티카페,3110960
도곡1동 다원,행정동,도곡1동,다원,3110960
송파2동 찻집,행정동,송파2동,찻집,3111016
송파역 찻집,지하철역,송파역,찻집,3111016
송파2동 티룸,행정동,송파2동,티룸,3111016
송파역 티룸,지하철역,송파역,티룸,3111016
송파2동 티하우스,행정동,송파2동,티하우스,3111016
송파역 티하우스,지하철역,송파역,티하우스,3111016
송파2동 티카페,행정동,송파2동,티카페,3111016
송파역 티카페,지하철역,송파역,티카페,3111016
송파2동 다원,행정동,송파2동,다원,3111016
송파역 다원,지하철역,송파역,다원,3111016
사당5동 찻집,행정동,사당5동,찻집,3110843
사당5동 티룸,행정동,사당5동,티룸,3110843
사당5동 티하우스,행정동,사당5동,티하우스,3110843
사당5동 티카페,행정동,사당5동,티카페,3110843
사당5동 다원,행정동,사당5동,다원,3110843
흑석동 찻집,행정동,흑석동,찻집,3110844
흑석동 티룸,행정동,흑석동,티룸,3110844
흑석동 티하우스,행정동,흑석동,티하우스,3110844
흑석동 티카페,행정동,흑석동,티카페,3110844
흑석동 다원,행정동,흑석동,다원,3110844
사당4동 찻집,행정동,사당4동,찻집,3110846
사당4동 티룸,행정동,사당4동,티룸,3110846
사당4동 티하우스,행정동,사당4동,티하우스,3110846
사당4동 티카페,행정동,사당4동,티카페,3110846
사당4동 다원,행정동,사당4동,다원,3110846
낙성대동 찻집,행정동,낙성대동,찻집,3110895
낙성대동 티룸,행정동,낙성대동,티룸,3110895
낙성대동 티하우스,행정동,낙성대동,티하우스,3110895
낙성대동 티카페,행정동,낙성대동,티카페,3110895
낙성대동 다원,행정동,낙성대동,다원,3110895
천호1동 찻집,행정동,천호1동,찻집,3111069
천호1동 티룸,행정동,천호1동,티룸,3111069
천호1동 티하우스,행정동,천호1동,티하우스,3111069
천호1동 티카페,행정동,천호1동,티카페,3111069
천호1동 다원,행정동,천호1동,다원,3111069
도곡2동 찻집,행정동,도곡2동,찻집,3110978
도곡2동 티룸,행정동,도곡2동,티룸,3110978
도곡2동 티하우스,행정동,도곡2동,티하우스,3110978
도곡2동 티카페,행정동,도곡2동,티카페,3110978
도곡2동 다원,행정동,도곡2동,다원,3110978
명일역 찻집,지하철역,명일역,찻집,3111074
명일역 티룸,지하철역,명일역,티룸,3111074
명일역 티하우스,지하철역,명일역,티하우스,3111074
명일역 티카페,지하철역,명일역,티카페,3111074
명일역 다원,지하철역,명일역,다원,3111074
중앙동 찻집,행정동,중앙동,찻집,3110892
중앙동 티룸,행정동,중앙동,티룸,3110892
중앙동 티하우스,행정동,중앙동,티하우스,3110892
중앙동 티카페,행정동,중앙동,티카페,3110892
중앙동 다원,행정동,중앙동,다원,3110892
종각역 찻집,지하철역,종각역,찻집,3120004
종각역 티룸,지하철역,종각역,티룸,3120004
종각역 티하우스,지하철역,종각역,티하우스,3120004
종각역 티카페,지하철역,종각역,티카페,3120004
종각역 다원,지하철역,종각역,다원,3120004
삼청동 찻집,행정동,삼청동,찻집,3120005
삼청동 티룸,행정동,삼청동,티룸,3120005
삼청동 티하우스,행정동,삼청동,티하우스,3120005
삼청동 티카페,행정동,삼청동,티카페,3120005
삼청동 다원,행정동,삼청동,다원,3120005
반포1동 찻집,행정동,반포1동,찻집,3120176
반포1동 티룸,행정동,반포1동,티룸,3120176
반포1동 티하우스,행정동,반포1동,티하우스,3120176
반포1동 티카페,행정동,반포1동,티카페,3120176
반포1동 다원,행정동,반포1동,다원,3120176
상계9동 찻집,행정동,상계9동,찻집,3120080
마들역 찻집,지하철역,마들역,찻집,3120080
상계9동 티룸,행정동,상계9동,티룸,3120080
마들역 티룸,지하철역,마들역,티룸,3120080
상계9동 티하우스,행정동,상계9동,티하우스,3120080
마들역 티하우스,지하철역,마들역,티하우스,3120080
상계9동 티카페,행정동,상계9동,티카페,3120080
마들역 티카페,지하철역,마들역,티카페,3120080
상계9동 다원,행정동,상계9동,다원,3120080
마들역 다원,지하철역,마들역,다원,3120080
을지로입구역 찻집,지하철역,을지로입구역,찻집,3120025
을지로입구역 티룸,지하철역,을지로입구역,티룸,3120025
을지로입구역 티하우스,지하철역,을지로입구역,티하우스,3120025
을지로입구역 티카페,지하철역,을지로입구역,티카페,3120025
을지로입구역 다원,지하철역,을지로입구역,다원,3120025
상계6?7동 찻집,행정동,상계6?7동,찻집,3120082
상계6?7동 티룸,행정동,상계6?7동,티룸,3120082
상계6?7동 티하우스,행정동,상계6?7동,티하우스,3120082
상계6?7동 티카페,행정동,상계6?7동,티카페,3120082
상계6?7동 다원,행정동,상계6?7동,다원,3120082
중계2?3동 찻집,행정동,중계2?3동,찻집,3120083
중계2?3동 티룸,행정동,중계2?3동,티룸,3120083
중계2?3동 티하우스,행정동,중계2?3동,티하우스,3120083
중계2?3동 티카페,행정동,중계2?3동,티카페,3120083
중계2?3동 다원,행정동,중계2?3동,다원,3120083
을지로동 찻집,행정동,을지로동,찻집,3120031
을지로3가역 찻집,지하철역,을지로3가역,찻집,3120031
을지로동 티룸,행정동,을지로동,티룸,3120031
을지로3가역 티룸,지하철역,을지로3가역,티룸,3120031
을지로동 티하우스,행정동,을지로동,티하우스,3120031
을지로3가역 티하우스,지하철역,을지로3가역,티하우스,3120031
을지로동 티카페,행정동,을지로동,티카페,3120031
을지로3가역 티카페,지하철역,을지로3가역,티카페,3120031
을지로동 다원,행정동,을지로동,다원,3120031
을지로3가역 다원,지하철역,을지로3가역,다원,3120031
을지로4가역 찻집,지하철역,을지로4가역,찻집,3120033
을지로4가역 티룸,지하철역,을지로4가역,티룸,3120033
을지로4가역 티하우스,지하철역,을지로4가역,티하우스,3120033
을지로4가역 티카페,지하철역,을지로4가역,티카페,3120033
을지로4가역 다원,지하철역,을지로4가역,다원,3120033
여의동 찻집,행정동,여의동,찻집,3120149
여의동 티룸,행정동,여의동,티룸,3120149
여의동 티하우스,행정동,여의동,티하우스,3120149
여의동 티카페,행정동,여의동,티카페,3120149
여의동 다원,행정동,여의동,다원,3120149
광희동 찻집,행정동,광희동,찻집,3120037
광희동 티룸,행정동,광희동,티룸,3120037
광희동 티하우스,행정동,광희동,티하우스,3120037
광희동 티카페,행정동,광희동,티카페,3120037
광희동 다원,행정동,광희동,다원,3120037
대치1동 찻집,행정동,대치1동,찻집,3120220
대치1동 티룸,행정동,대치1동,티룸,3120220
대치1동 티하우스,행정동,대치1동,티하우스,3120220
대치1동 티카페,행정동,대치1동,티카페,3120220
대치1동 다원,행정동,대치1동,다원,3120220
수서동 찻집,행정동,수서동,찻집,3120224
수서동 티룸,행정동,수서동,티룸,3120224
수서동 티하우스,행정동,수서동,티하우스,3120224
수서동 티카페,행정동,수서동,티카페,3120224
수서동 다원,행정동,수서동,다원,3120224
잠실6동 찻집,행정동,잠실6동,찻집,3120227
잠실역 찻집,지하철역,잠실역,찻집,3120227
잠실6동 티룸,행정동,잠실6동,티룸,3120227
잠실역 티룸,지하철역,잠실역,티룸,3120227
잠실6동 티하우스,행정동,잠실6동,티하우스,3120227
잠실역 티하우스,지하철역,잠실역,티하우스,3120227
잠실6동 티카페,행정동,잠실6동,티카페,3120227
잠실역 티카페,지하철역,잠실역,티카페,3120227
잠실6동 다원,행정동,잠실6동,다원,3120227
잠실역 다원,지하철역,잠실역,다원,3120227
상암동 찻집,행정동,상암동,찻집,3120098
상암동 티룸,행정동,상암동,티룸,3120098
상암동 티하우스,행정동,상암동,티하우스,3120098
상암동 티카페,행정동,상암동,티카페,3120098
상암동 다원,행정동,상암동,다원,3120098
몽촌토성역 찻집,지하철역,몽촌토성역,찻집,3120233
몽촌토성역 티룸,지하철역,몽촌토성역,티룸,3120233
몽촌토성역 티하우스,지하철역,몽촌토성역,티하우스,3120233
몽촌토성역 티카페,지하철역,몽촌토성역,티카페,3120233
몽촌토성역 다원,지하철역,몽촌토성역,다원,3120233
가락시장역 찻집,지하철역,가락시장역,찻집,3120234
가락시장역 티룸,지하철역,가락시장역,티룸,3120234
가락시장역 티하우스,지하철역,가락시장역,티하우스,3120234
가락시장역 티카페,지하철역,가락시장역,티카페,3120234
가락시장역 다원,지하철역,가락시장역,다원,3120234
문정2동 찻집,행정동,문정2동,찻집,3120235
문정2동 티룸,행정동,문정2동,티룸,3120235
문정2동 티하우스,행정동,문정2동,티하우스,3120235
문정2동 티카페,행정동,문정2동,티카페,3120235
문정2동 다원,행정동,문정2동,다원,3120235
가락1동 찻집,행정동,가락1동,찻집,3120231
가락1동 티룸,행정동,가락1동,티룸,3120231
가락1동 티하우스,행정동,가락1동,티하우스,3120231
가락1동 티카페,행정동,가락1동,티카페,3120231
가락1동 다원,행정동,가락1동,다원,3120231
동화동 찻집,행정동,동화동,찻집,3130051
동화동 티룸,행정동,동화동,티룸,3130051
동화동 티하우스,행정동,동화동,티하우스,3130051
동화동 티카페,행정동,동화동,티카페,3130051
동화동 다원,행정동,동화동,다원,3130051
이문2동 찻집,행정동,이문2동,찻집,3130102
이문2동 티룸,행정동,이문2동,티룸,3130102
이문2동 티하우스,행정동,이문2동,티하우스,3130102
이문2동 티카페,행정동,이문2동,티카페,3130102
이문2동 다원,행정동,이문2동,다원,3130102
신내2동 찻집,행정동,신내2동,찻집,3130113
신내2동 티룸,행정동,신내2동,티룸,3130113
신내2동 티하우스,행정동,신내2동,티하우스,3130113
